Date,timeStamp,Type,amount,price,pnl,net_position
2024-09-29 15:53:11,1727625191,BUY,29.02304217570304,2669.391358940935,-122.0475596193172,29.02304217570304
2024-09-29 15:53:23,1727625203,BUY,108.7210333165128,2669.4833763865577,-467.1974066025029,137.74407549221584
2024-09-29 15:53:47,1727625227,BUY,12.719486449708407,2669.6668998596606,-56.99266321137538,150.46356194192424
2024-09-29 15:53:59,1727625239,BUY,195.67785536860632,2669.7562838672316,-894.2713183905729,346.1414173105305
2024-09-29 15:54:11,1727625251,BUY,10.621994565039124,2669.851244354835,-49.552461648280016,356.76341187556966
2024-09-29 15:54:23,1727625263,BUY,76.99397291362723,2669.938783748827,-365.9231013895801,433.75738478919686
2024-09-29 15:54:35,1727625275,BUY,6.074398602380136,2670.002982952918,-29.259280302056226,439.831783391577
2024-09-29 15:54:47,1727625287,BUY,40.57307107343159,2670.064001586987,-197.90886437024528,480.4048544650086
2024-09-29 15:54:47,1727625287,BUY,135.24357024489677,2670.064001586988,-659.6962145682161,615.6484247099054
2024-09-29 15:54:47,1727625287,BUY,40.57307107343159,2670.064001586987,-197.90886437024528,656.221495783337
2024-09-29 15:54:59,1727625299,BUY,27.588950897658982,2670.1353703975324,-136.54342130641533,683.8104466809959
2024-09-29 15:55:11,1727625311,BUY,86.44329219146904,2670.199844387456,-433.39906695735,770.253738872465
2024-09-29 15:55:47,1727625347,BUY,34.574757155955105,2670.3975309656657,-180.18175859556823,804.8284960284201
2024-09-29 15:55:59,1727625359,BUY,31.462647561969376,2670.4299065905093,-164.9820353202263,836.2911435903894
2024-09-29 15:56:23,1727625383,BUY,12.86626014764458,2670.4784714997463,-68.09220928076651,849.157403738034
2024-09-29 15:56:23,1727625383,BUY,16.7820784538402,2670.478471499746,-88.8159251508862,865.9394821918742
2024-09-29 15:56:35,1727625395,BUY,29.351592692046765,2670.502356529332,-156.03872739240686,895.2910748839209
2024-09-29 15:56:47,1727625407,BUY,36.782850006309125,2670.5270381754353,-196.4525857268373,932.07392489023
2024-09-29 15:56:59,1727625419,BUY,73.5649835399061,2670.5530472854475,-394.8147046127683,1005.6389084301361
2024-09-29 15:57:23,1727625443,BUY,110.31912711657942,2671.239286888016,-667.7752694133868,1115.9580355467156
2024-09-29 15:07:11,1727622431,BUY,225.99785863916776,2654.89241187002,2326.365864828911,1341.9558941858834
2024-09-29 15:07:11,1727622431,BUY,74.57929335092537,2654.89241187002,767.7007353935408,1416.5351875368087
2024-09-29 15:07:11,1727622431,BUY,629.4040363100822,2654.89241187002,6478.928933548518,2045.9392238468909
2024-09-29 15:07:23,1727622443,BUY,200.0005025508445,2654.993328654303,2038.572126150561,2245.9397263977353
2024-09-29 15:10:11,1727622611,BUY,47.42831654525341,2656.640782933502,405.2930227110214,2293.3680429429887
2024-09-29 15:10:11,1727622611,BUY,213.0655607108356,2656.6407829335026,1820.7263387414253,2506.4336036538243
2024-09-29 15:10:11,1727622611,BUY,112.9245632029843,2656.6407829335026,964.9833874071425,2619.3581668568086
2024-09-29 15:10:11,1727622611,BUY,225.8491264059686,2656.6407829335026,1929.966774814285,2845.207293262777
2024-09-29 15:10:23,1727622623,BUY,317.96963525401145,2656.7845212991683,2671.4671611312097,3163.1769285167884
2024-09-29 15:10:23,1727622623,BUY,31.796963525175304,2656.784521299169,267.14671611120906,3194.9738920419636
2024-09-29 15:10:23,1727622623,BUY,33.875536114607435,2656.7845212991683,284.61013965561165,3228.849428156571
2024-09-29 15:10:23,1727622623,BUY,132.48734802244203,2656.7845212991683,1113.111317137477,3361.3367761790128
2024-09-29 15:10:35,1727622635,BUY,13.819007966403811,2656.9200979739203,114.22882774593488,3375.1557841454164
2024-09-29 15:28:11,1727623691,BUY,1128.3998965068963,2658.6319347306544,7395.791260187327,4503.555680652313
2024-09-29 15:28:59,1727623739,BUY,110.47831582886502,2660.030637118186,569.5738909831304,4614.033996481177
2024-09-29 15:28:59,1727623739,BUY,103.57342108941998,2660.030637118186,533.9755227959579,4717.607417570597
2024-09-29 15:28:59,1727623739,BUY,70.77517107771394,2660.030637118186,364.88327391028054,4788.382588648311
2024-09-29 15:28:59,1727623739,BUY,12.056439078740992,2660.0306371181864,62.15729182653594,4800.439027727052
2024-09-29 15:28:59,1727623739,BUY,345.2447369651092,2660.030637118186,1779.9184093217978,5145.683764692161
2024-09-29 15:28:59,1727623739,BUY,172.62236848236665,2660.0306371181855,889.9592046600084,5318.3061331745275
2024-09-29 15:29:11,1727623751,BUY,236.97709214375044,2660.097608901411,1205.8709129773597,5555.283225318278
2024-09-29 15:29:11,1727623751,BUY,5.178540673809743,2660.097608901411,26.351287855407296,5560.461765992088
2024-09-29 15:29:11,1727623751,BUY,182.29005693075368,2660.097608901411,927.5929390020574,5742.751822922842
2024-09-29 15:29:11,1727623751,BUY,74.22574966019519,2660.0976089014116,377.70179260561497,5816.977572583037
2024-09-29 15:29:11,1727623751,BUY,89.76137168237629,2660.097608901411,456.7556561756965,5906.738944265413
2024-09-29 15:29:23,1727623763,BUY,33.72277469867922,2660.167484632085,169.24378258063302,5940.461718964092
2024-09-29 15:29:23,1727623763,BUY,9.114263431933226,2660.167484632085,45.7415628589167,5949.575982396025
2024-09-29 15:30:35,1727623835,BUY,11.012746042392878,2660.5483059549088,51.07554922972013,5960.588728438418
2024-09-29 15:30:35,1727623835,BUY,56.02636955824786,2660.5483059549088,259.84233047046735,6016.615097996666
2024-09-29 15:30:47,1727623847,BUY,42.61800139170538,2660.582332001813,196.2061045683899,6059.233099388372
2024-09-29 15:30:59,1727623859,BUY,68.18801803647769,2660.6129298104397,311.8397531029977,6127.421117424849
2024-09-29 15:35:35,1727624135,BUY,81.68598794035825,2665.1609709850713,2.0578895995773543,6209.107105365208
2024-09-29 15:35:35,1727624135,BUY,7.269662012512086,2665.160970985072,0.1831423261801533,6216.37676737772
2024-09-29 15:35:47,1727624147,BUY,13.151710654873808,2665.1861636729664,0.0,6229.528478032594
